adjudicate,v.,"裁定, 宣判","The judge will adjudicate the dispute between the two corporations."
cunning,adj.,狡猾机智的
deflate,v.,"使...泄气, 使...挫败"
dejected,adj.,沮丧的
delineate,v.,描绘轮廓
dishearten,v.,使...士气低落
embargo,n.,贸易禁令
emergent ,adj.,新兴的
expiation,n.,赎罪
finesse,n.,技巧高超
grudge,v.,不愿给予或承认
hamstring,v.,损坏
hiatus,n.,间歇
impute,v.,"归罪于, 归咎于"
invertebrate,adj.,软弱无力的
inviting,adj.,吸引人的
knotty,adj.,复杂的
loquacious,adj.,话多的
measured,adj.,仔细的，有分寸的
muckrake,v.,揭露丑闻
muddle,v.,使困惑
obsequious,adj.,谄媚的 
overstate,v.,夸大
pedantic,adj.,卖弄知识的，迂腐的
pertain,v.,与...相关
portentous,adj.,不吉利的
predetermine,v.,预先决定
proprietary,adj.,私有的
ramshackle,adj.,摇摇欲坠的
rankle,v.,"使...生气, 愤怒"
rattle,v.,扰乱
sequential,adj.,有序的
slippery,adj.,滑的
spunk,n.,勇气
squander,v.,浪费，挥霍
studied,adj.,深思熟虑的
subservient,adj.,"服服帖帖的, 奉承的"
trepidation,n.,"恐惧, 害怕"
trigger,v.,触发
untiring,adj. ,不知疲倦的
vicissitude,n.,"变迁, 变化"
waffle,v.,犹豫不决
warble,v.,低吟浅唱
whimsy,n.,突发奇想
aberrant,adj.,不正常的
arduous,adj.,困难的
augment,v.,放大
categorical,adj.,"绝对的, 坚定的"
compliant,adj.,"顺从的, 迎合的"
confine,v.,限制
congruent,adj.,相一致的
consort,v.,陪伴
cordial,adj.,热情友好的
counterpart,n.,等价物
diffuse,v.,扩散
disquisition,n.,"演讲, 报告"
eliminate,v.,"移除, 去掉"
elucidate,v.,"阐释, 阐明"
emotive,adj.,引起情绪的
encounter,v.,"遭遇, 遇到"
enervate,v.,使...衰弱
euphemism,n.,委婉语
excavate,v.,"开凿, 挖出"
exculpate,v.,开脱罪责
exotic,adj.,外来的
eyesore,n. ,碍眼的事物
figment,n. ,虚构的事物
flourish,v.,繁荣
gawky,adj.,笨拙的
habitable,adj.,宜居的
hardy,adj.,吃苦耐劳的
hedonism,n.,享乐主义
immortal,adj.,"不朽的, 永存的"
juxtapose,v.,并排放置
lachrymose,adj.,"催泪的, 悲伤的"
madcap,adj.,鲁莽的，行为冲动的
marvel,v.,"震惊, 惊讶"
ministration,n.,帮助
nebulous,adj.,"模糊的, 不清楚的"
oblivious,adj.,"无意识的, 遗忘的"
overextend,v.,"过分扩展, 承担过多义务"
panegyric,n.,"赞文, 赞美"
pathos,n.,"怜悯, 同情"
prefigure,v.,预示
propitious,adj.,"吉祥的, 吉利的"
replete,adj.,充满的
reprehensible,adj.,应受指责的
saturate,v. ,填满
sensuous ,adj.,赏心悦目的
sinister,adj.,邪恶的
supersede,v.,"淘汰, 取代"
tacit,adj.,"不言而喻的, 心照不宣的"
trifling,adj., 不重要的
umbrage,n.,"生气, 不悦"
univocal,adj.,（意思）唯一的
upsurge,n.,增长
voyeur,n. ,好刺探他人隐私者
wrench,v.,猛扭
acquired,adj.,后天习得的
amass,v.,"积聚, 积累"
amenable,adj.,"愿意的, 服从的"
anticipate,v.,期待
approbate,v.,"支持, 赞成"
artifice,n. ,诡计，欺骗
burgeon,v.,"繁荣, 快速增长"
clairvoyant,adj. ,有洞察力的
compassionate,adj.,同情的
compelling,adj.,有趣的
concord,n.,意见一致
cursory,adj.,"草率的, 仓促的"
debilitate,v.,"使…衰弱, 虚弱"
deprive,v.,"使丧失, 剥夺"
despot,n.,独裁者
deter,v.,阻止
disputant,n.,争论者
downplay,v.,轻描淡写
downright,adv.,完全地
dwarf,v.,使...变得矮小或不重要
enchanting,adj.,迷人的
envision,v.,想象
evasive,adj.,"回避的, 闪烁其词的"
exasperate,v.,使...生气
fitful,adj.,"不规律的, 一阵阵的"
foretell,v.,"预言, 预测"
gainsay,v.,否认
gauge,v.,"评估, 判断, 衡量"
gore,n.,"血, 血块"
immerse,v.,"浸润, 浸泡"
inveterate,adj.,根深蒂固的
lucid,adj.,清晰的
machination,n.,诡计
methodical,adj.,有条理的
miserly,adj.,吝啬的
oscillate,v.,犹豫不决
overreach,v.,因野心勃勃而失败
painstaking,adj.,勤奋努力的
parody,n.,拙劣的模仿
penance,n.,忏悔
pertinacious,adj.,坚持的，固执的
potent,adj.,有权势的，有权力的
pressing,adj.,紧急的
rebuff,n.,（粗鲁的）回复
revisionist,n.,修正主义者
skirt,v.,"回避, 避开（话题）"
somnolent,adj.,"无聊的, 令人昏昏欲睡的"
tawdry,adj.,俗气的
untenable,adj.,"（论点）经不起反驳的, 站不住脚的"
upright,adj.,垂直的
urbane,adj.,礼貌的
usurp,v.,篡夺
vacant,adj.,空的
vanquish,v.,"打败, 战胜"
yen,n.,（强烈的）渴望
abolish,v.,"废除, 废止"
akin,adj.,"相似的, 相关的"
amicable,adj.,和善的
appreciable,adj.,"可感知的, 可衡量的"
arbitrary,adj.,"武断的, 任性的"
asunder,adj.,分裂的
autumn,n.,"晚年, 暮年"
beleaguer,v.,困扰，骚扰
bucolic,adj.,乡间生活的
cannibalize,v.,采用...作为主要来源
coalesce,v.,"聚合, 团结"
conspire,v.,"共谋, 协力"
denigrate,v.,"攻击, 贬损"
detract,v.,贬低
disinterested,adj.,客观公正的
draconian,adj.,极其严苛的
droll,adj.,"古怪的, 搞笑的"
egalitarian,adj.,平等的
enormous,adj.,大量的
enterprise,n.,活动
errant,adj.,随意的
explicit,adj.,"明白的, 清楚的"
exterminate,v.,"使灭绝, 消除"
fallow,adj.,休耕的
feckless,adj.,"虚弱的, 无能的"
feeble,adj.,"衰弱的, 虚弱的"
giddy,adj.,轻浮的，轻狂的
grip,v.,吸引
immense,adj.,巨大的
impinge,v.,猛烈撞击
indifferent,adj.,冷漠的
instantiate,v.,"举例, 例证"
mirror,v.,与...相似
muddy,v.,使...模糊
obfuscate,v.,使…困惑
one-of-a-kind,n.,独一无二
patronize,v.,赞助
perennial,adj.,多年生的（植物）
preachy,adj.,"说教的, 好为人师的"
prioritize,v.,使…优先
resent,v.,"憎恨, 生气"
resolve,v.,"决定, 决心要做"
scenario,n.,情形
secular,adj.,世俗的
shed,v.,去除，除去
smother,v.,使...窒息
static,adj.,静态的
sumptuous,adj.,"奢侈的, 华丽的"
tremendous,adj.,巨大的
undermine,v.,削弱
woo,v.,吸引
yardstick,n.,"准绳, 标准"
alarmism,n.,"（毫无根据的）担忧, 危言耸听"
antediluvian,adj.,极为过时的
bemoan,v.,"哀悼, 悲伤"
bighearted,adj.,"慷慨的, 宽大的"
brainchild,n.,"(辛苦劳动的)成果, 结晶"
coddle,v.,溺爱
confront,v.,反抗
conscientious,adj.,本着良心的
crumble,v.,"崩溃, 瓦解"
defame,n.,"贬损, 玷污"
demoralize,v.,使...泄气
enlighten,v.,"启迪, 开导"
entrance,v.,使...着迷
exposé,n.,揭露黑暗的报道
fledgling,n.,无经验的人
furtive,adj.,鬼鬼祟祟的
hazardous,adj.,危险的
heartfelt,adj.,真诚的
heartrending,adj.,令人心痛的
impair,v.,损害
indigenous,adj.,当地的
initiate,v.,"开始, 启动"
lambaste,v.,严厉批评
latent,adj.,"潜藏的, 潜在的"
offish,adj.,冷漠的
omniscient,adj.,无所不知的
orthodox,adj.,主流的
outlandish,adj.,奇异的
outrage,v.,使...生气
pacific,adj.,爱好和平的
prognosis,n. ,诊断
promulgate,v.,宣布，宣传
purport,n.,中心思想
rant,v.,辱骂
realm,n.,领域
reprisal,n.,报复
resume,v. ,恢复
retain,v.,保持
retract,v.,收回，否认
sketchy,adj.,粗略的
standstill,n.,"静止, 停滞"
tenuous,adj.,站不住脚的
timorous,adj.,胆小的
unkempt,adj.,"不整洁的, 邋遢的"
unrivaled,adj.,无法匹敌的
veracious,adj.,真实的
abiding,adj.,长期的
adversarial,adj.,敌对的
affirmative,adj.,积极的
altercate,v. ,争吵
animadversion,n.,"批判, 责骂"
balk,v.,（突然地)拒绝
clutch,v.,抓住
decipher,v.,"解释, 破译"
decode,v.,"破译, 解码"
demonstrative,adj.,显露情感的
deviate,v.,"脱离, 偏离"
dexterity,n.,灵巧，敏婕
dissemble,v.,隐藏伪装（感情、意见）
entail,v.,"包括, 包含, 使...必然, 牵涉"
espouse,v.,支持
esteem,n.,尊敬
facile,adj.,轻率的，肤浅的
fickle,adj.,多变的
gambit,n.,"计谋, 策略"
honorific,adj.,尊敬的
hurtle,v.,"猛冲, 猛烈碰撞"
impunity,v.,"免于处罚, 免罪"
inevitable,adj.,"不可避免的, 必然的"
inscrutable,adj.,难以理解的
insufferable,adj.,无法忍受的
invalidate,v.,"削弱, 使...无效"
invigorate,v.,使...有活力
involved,adj.,复杂的
multitudinous,adj.,很多的
obstruct,v.,"阻碍, 妨碍"
pertinent,adj.,相关的
precursor,n. ,先驱
predate,v.,先于
premise,n.,前提
proffer,v.,提供
reckless,adj.,"粗心的, 鲁莽的"
remonstrate,v.,"反对, 抗议"
scrutinize,v.,仔细检查
secretive,adj.,"鬼鬼祟祟的, 秘密的"
self-serving,adj.,自私的
strenuous,adj.,费力的
superficial,adj.,表面的
teetotalism,n.,禁酒主义
tender,v.,提供
tribulation,n.,痛苦(的经历）
trite,adj.,陈词滥调的
tyro,n.,新手
unyielding,adj.,"不妥协的, 固执的"
villainous,adj.,"极坏的, 恶劣的"
virtuosity,n.,精湛的技艺
wane,v.,减少，衰退
wastrel,n.,浪费的人
acme,n. ,最高点
autocrat,n.,独裁者
belittle,v.,"轻视, 贬低"
bombastic,adj.,夸大的，言过其实的
circumvent,v.,"绕过, 回避"
collegiality,n.,共同掌权
comprehensive,adj.,全面的
consummate,adj.,"完满的, 圆满的"
cynic,n.,认为人性自私的人
daunting,adj.,"令人畏惧的, 望而生怯的"
deadlock,n.,僵局
ductile,adj. ,易被影响的
expostulate,v.,"争论, 反驳"
flighty,adj.,多变的
galactic,adj.,星系的
harbinger,n.,前兆
hard-boiled,adj.,"强硬的, 不动感情的"
hardliner,n.,强硬分子
imbibe,v.,喝
imposter,n.,冒名顶替的人
inadvertent,adj.,"粗心的, 不留意的"
inclusive,adj.,包罗万象的，全面的
irreversible,adj.,不可逆的
jettison,v.,"拒绝, 放弃"
liberal,adj.,慷慨的
penalty,n.,惩罚
pensive,adj.,（悲伤的）思考的
peremptory,adj.,"不容反抗的, 断然的"
pine,v.,渴望
pique,v.,"激怒, 惹怒"
poise,v.,使平衡
rapacious,adj.,贪婪的
rejuvenate,adj.,使...重新有活力
self-styled,adj.,自称的
setback,n.,挫折
stomach,v.,容忍
tyrant,n.,暴君
ungainly,adj.,笨拙的
utter,adj.,完全的
virulent,adj.,"有害的, 有毒的"
whereabouts,n.,"行踪, 下落"
alienate,v.,疏远
anonymous,adj.,不出名的
artless,adj.,"朴实的, 单纯的"
befuddle,v.,使...困惑
bolster,v.,支持
cacophony,n. ,"刺耳的声音, 不和谐的声音"
camaraderie,n.,志同道合之情谊
cannibalism,n.,"食人,嗜食同类"
coarse,adj.,粗糙的
congenial,adj.,友善的
decay,v.,衰退
dedicate,v.,"致力于, 奉献于"
deplete,v.,耗尽
disorganize,v.,"打乱, 破坏"
distress,v. ,"使......紧张, 忧虑, 不适"
embolden,v.,"鼓舞, 鼓励"
flag,v.,衰弱
fluctuate,v.,"波动, 起伏, 上上下下"
haphazard,adj.,"无序的, 凌乱的"
hedge,n.,故意模棱两可不绝对的言论
hermetic,adj.,密闭的
increment,n.,"增长, 递增"
indiscernible,adj. ,不明显的
insipid,adj.,无聊的
interlocutor,n.,对话者
jar,v.,使...不安
jockey,v.,不择手段的谋取有利地位
negligent,adj.,疏忽大意的
noxious,adj.,有害的
onset,n.,开始
parity,n.,平等
penitential,adj.,"后悔的, 忏悔的"
predicament,n.,困境
predominant,adj.,"最显著的, 主导的"
proscribe,v.,禁止
putative,adj.,"公认的, 假定的"
savvy,adj.,有见识的
scatter,v.,分散
scintillating,adj.,"生动有趣的,机智幽默的"
sensational,adj.,极好的
specious,adj.,似是而非的，假的
subsidize,v.,"资助, 赞助"
tactful,adj.,"为他人着想的, 圆滑的"
tectonic,adj.,建筑的
untether,v.,"释放, 脱离"
781-840,,
aloof,adj.,"冷漠的, 疏远的"
authoritarian,adj.,专制的
banish,v.,驱逐
captivate,v.,吸引
charlatan,n.,骗子
contrite,adj.,后悔的
coy,adj. ,腼腆的
disarray,n.,"杂乱, 混乱"
discount,v.,"低估, 轻视"
distort,v.,曲解
dogmatic,adj.,教条的
duplicitous,adj.,欺骗的
effusive,adj.,表达过多感情的
emendation,n.,校订
erroneous,adj.,错误的
etch,v.,铭记
exactitude,n.,准确
exiguous,adj.,极其缺乏的
expurgate,v.,删除（令人反感的内容）
far-reaching,adj.,影响广泛的
haughty,adj.,"高傲的, 傲慢的"
hierarchy,n.," 等级制度, 有等级划分的组织"
horrific,adj.,可怕的
husband,v.,节省
imperturbable,adj.,"镇定的, 冷静的"
inflammatory,adj.,煽动性的
ingenuous,adj.,"纯朴的, 真诚的"
interchangeable,adj.,"可交换的, 相似的"
lethargic,adj.,无精打采的
mastermind,n.,策划者
neophyte,n.,新手
off-key,adj.,"出格的, 不正常的"
palliate,v.,减缓
paralyze,v.,使...瘫痪
perforce ,adv.,必然地
predicate,v.,"基于, 取决于"
predilection,n.,"倾向, 偏好"
proclaim,v.,宣布
provoke,v.,激起
quash,v.,"废止, 使无效"
scandalous,adj.,"令人震惊的, 反感的"
slump,v.,急速下跌
susceptible,adj.,易受影响的
synergy,n.,协同作用
torpor,n.,"麻木, 迟钝, 懒散"
vainglory,n.,"极度夸耀, 虚荣"
wide-ranging,adj.,广泛的
aesthetic,adj.,美学的
alleviate,v.,减轻
avant-garde,n.,"先锋派, 前卫派"
beset,v.,困扰
cast-iron,adj.,"坚固的, 顽强的"
caterwaul,v.,发出难听的声音
circumlocution,n. ,绕圈的话语
cleave,v.,忠诚于…
cluster,v.,聚集
concur,v.,同意
convoluted,adj.,"难懂的, 复杂的"
cynicism,n.,认为人性自私
evocative,adj.,唤起的
flit,v.,快速移动
fluid,adj. ,流动的
hideous,adj.,丑陋吓人的
hypercritical,adj.,吹毛求疵的
impartial,adj.,"公正的, 不偏不倚的"
ineffable,adj. ,难以言表的
jaded,adj.,厌倦的，无聊的
leading,adj.,最重要的
misfeasance,n.,"过失, 不法行为"
nonchalant,adj.,漠不关心的
nostalgia,n.,思乡
paean,n.,赞美
pejorative,adj.,轻蔑的（话语）
plebeian,n.,平民，粗俗的人
posture,n.,"态度, 立场"
propagate,v.,"宣扬, 宣传"
quixote,n.,爱空想的人
quizzical,adj.,好奇而疑惑的
spendthrift,n.,挥霍的人
straddle,v.,横跨
synopsis,n.,概要
tentative,adj.,试探性的，临时的
tepid,adj.,"冷淡的, 不热情的"
trivial,adj.,不重要的
verve,n.,"热情, 活力"
weather,v., 渡过（危机）
abandon,n.,放纵
acrimony,n.,"尖刻, 犀利"
affiliate,v.,附属
anatomize,v.,解剖
balloon,v.,快速上升
celebrated,adj.,出名的
coincide,v.,碰巧
concrete,adj.,真实的
congruous,adj.,"一致的, 适合的"
curt,adj.,语言简练的
delightful,adj.,"（形容事物）令人愉悦的, 令人高兴的"
disavow,v.,否认
disgorge,v.,吐
downcast,adj.,"不开心的, 沮丧的"
drudgery,n.,苦工
entrust,v.,"委托, 托付"
exploit,v.,充分利用
feign,v.,假装
feminism,n.,女权主义
fissure,n.,裂缝
flip,v.,翻动
fluster,v.,使...不安
guzzle,v.,狂饮
impolitic,adj.,不明智的
impregnable,adj.,坚固的
intermediary,adj.,（作为）中间人(的)
martinet,n.,要求严格纪律的人
monotonous,adj.,单调的
omnipresent,adj.,处处都有的
ploy ,n.,策略
preternatural,adj.,异乎寻常的
propound,v.,提出…供考虑
resilient,adj.,能（从困境中）恢复的
rive,v.,劈开
satire,n.,"讽刺, 嘲讽"
sheer,adj.,完全的
shoulder,v.,承担
slavish,adj.,缺乏创造力的，盲目模仿的
soft-pedal,v.,"弱化, 减缓...的影响"
tortuous,adj.,复杂难懂的
traumatic,adj.,心灵受创伤的
veer,v.,改变方向
airtight,adj.,"密封的, 不透气的"
anathema,n.,极其讨厌的人或事
archaic,adj.,过时的
autonomous,adj.,自治的
backbone,n.," 支柱, 支撑"
bland,adj.,无聊的
braggadocio,n.,"自夸, 吹牛大王"
canary,n.,金丝雀
circumstantial ,adj.,详细的
claustrophobic,adj.,狭小而引起不适的
cloying,adj. ,令人腻烦的
coerce,v. ,强制
conclusive,adj.,"终结的, 最终的"
concomitant,adj.,"相伴随的, 与...同时发生的"
devastate,v.,严重破坏
disintegrate,v.,瓦解
ecumenical,adj.,"多元的, 普遍的"
embody,v.,体现
equilibrium,n.,平衡
fealty,n.,忠诚
finicky,adj.,挑剔的
flummery,n.,假恭维
forage,v.,寻找（食物）
forestall,v.,阻止
glamorous,adj.,有吸引力的
glib,adj.,即兴的
half-formulated,adj.,新出现的
ideologue,n.,理论家，提倡者
illustrious,adj.,杰出的
inertia,n.,"不动, 不活跃"
inform,v.,通知
listless,adj.,没精打采的
malfeasance,n.,违法行为
moderate,v.,使缓和
neutralize,v.,"抵消, 使无效"
niche,n.,小众市场
paraphernalia,n.,"行头, 装饰品"
playwright,n.,剧作家
preeminent,adj.,"杰出的, 独一无二的"
premonitory,adj.,警告的
recrudesce,v.,复发
self-defeating,adj.,"违背自己利益的, 弄巧成拙的"
shrill,v.,尖叫
snobbish,adj.,自命不凡的
tout,v.,兜售
unqualified,adj.,完全的
upbeat,adj.,"积极乐观的, 愉快的"
vanguard,n.,先锋
winnow,v.,筛选
accent,v.,发重音
amid,prep.,在…之中
asperity,n.,态度粗暴
auspicious,adj.,"吉兆的, 幸运的"
backfire,v.,"事与愿违, 起反作用"
beholden,adj.,亏欠的
chauvinistic,adj.,极端爱国的
consolidate,v.,巩固
copious,adj.,大量的
counterfeit,adj.,伪造的
crave,v. ,极度渴望
deft,adj.,灵巧的
disown,v.,否认
domesticate,v.,驯服
dull,adj.,无聊的
eligible,adj.,合格的
equable,adj.,平静的
factotum,n.,杂工
gossamer,adj.,"轻而薄的, 虚无缥缈的"
guild,n.,协会
hoax,v.,欺骗
identical,adj.,完全一样的
impudent,adj.,无礼的
inverse,adj.,相反的
invoke,v.,引述
jubilation,n.,"高兴, 喜悦"
justification,n.,理由
laudatory,adj.,赞美的
lengthy,adj.,冗长的
meticulous,adj.,谨慎的
nonplus,v.,"使困惑, 使不知所措"
nuance,n.,小差异
objectionable,adj.,令人反感的
optimism,n.,乐观
overwrought,adj.,情绪激动或不高兴的
panorama,n.,全面展示
perfidious,adj.,不可信赖的
ponder,v.,"沉思, 仔细思考"
prevaricate,v.,"搪塞, 闪烁其词"
provident,adj.,节俭的
sectarian,adj.,狭隘的
sparkling,adj.,闪闪发光的
streamline,v.,简化
subsequent ,adj.,"后来的, 随后的"
whet,v.,削尖
wilt,v. ,萎蔫，衰弱
abuse,v.,滥用
animus,n.,敌意
austere,adj.,"朴素的, 没有装饰的"
baffle,v.,使...困惑
becoming,adj.,"（尤指有吸引力的）得体的, 合适的"
budding,adj.,新出现的
capitulate,v. ,投降
chagrin,n.,"苦恼, 烦恼"
contract,v.,招致
cow,v.,恐吓
credential,n.,证明
crestfallen,adj.,沮丧的
deleterious,adj.,有害的
dismissal,n.,免职，开除
dovish,adj.,爱好和平的
dubious,adj.,"可疑的, 不确定的"
ecstatic,adj.,特别高兴的
endow,v.,赋予
forerunner,n.,先驱
fusty,adj.,过时的
halt,v.,停止
levity,n.,"不严肃, 轻浮"
materialize,v.,实现
panache,n.,炫
parochial,adj.,地方的
plangent,adj.,悲哀的
plaudit,n.,鼓掌，喝彩，赞扬
profound,adj.,深刻的
rambling,adj.,"跑题的, 冗长的"
reminiscent,adj.,引起回忆的
rhapsody,n.,慷慨激昂的说辞
rosy,adj.,乐观的
sidestep,v.,"回避, 绕过"
subject,v.,屈服
trenchant,adj.,尖酸刻薄的
truncate,v.,缩短
unconscionable,adj.,"丧心病狂的, 违背良心的"
underplay,v.,"轻描淡写, 低估"
unexampled,adj.,史无前例的
verge,n.,边缘
wallow,v.,沉溺于
adamant,adj.,固执的
albeit,conj. ,即使
apologist,n.,辩护人
cautious,adj. ,小心谨慎的
commend,v.,赞美
confiscate,v.,没收
decorous,adj.,得体的
de-emphasize,v.,降低…的重要性
dispute,v.,"争辩, 反对"
distinctive,adj.,独特的，显著区别的
equivocal,adj.,"模棱两可的, 有歧义的"
fervent,adj.,"情感强烈的, 热烈的"
goad,v.,刺激
grapple,v.,抓住
humility,n.,谦虚
inching,n.,缓慢移动
insulate,v.,"绝缘, 绝热, 隔音"
inveigle,v.,诱骗
laurel,n.,荣誉
necessitate,v.,使成为必要
notorious,adj.,臭名昭著的
patrimony,n.,"继承, 世袭"
peerless,adj.,无与伦比的
peregrination,n.,"长途旅行,游历"
predispose,v.,使....易受感染
prowess,n.,"（超凡的）技巧, 能力"
pugnacious,adj.,好争斗的
recondite,adj.,难懂的
revive,v.,使...复苏
riddle,n.,"难题, 谜题"
riot,n.,暴乱
shelve,v.,搁置
taciturn,adj.,沉默寡言的
tedious,adj.,冗长无聊的
tractable,adj.,"易管理的, 易控制的"
transparent,adj.,透明的
trendy,adj.,时髦的
adept,adj.,精通的
bleak,adj.,"阴暗的, 阴郁的"
brandish,v.,炫耀
coax,v.,诱骗
consilience,n.,"一致, 符合"
demanding,adj.,费力的
eclectic,adj.,多元的
edify,v.,启迪
esoteric,adj.,难懂的
fester,v.,恶化
forgo,v.,放弃(优势)
frugal,adj.,节俭的
gaiety,n.,欢快
hefty,adj.,又大又重的
highlight,v.,使...突出
hysteria,n.,歇斯底里，情绪失控
indignant,adj.,非常愤怒的
indisputable,adj.,不容置疑的
infectious,adj.,传染的
invert,v. ,颠倒，倒置
juvenile,adj.,"幼稚, 不成熟的"
locale,n.,地点
long,v.,渴望
nexus,n.,连接
obdurate,adj.,固执的
